Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
5082,1668,7158.092,10,66.450,23,149.365,18,136.485,21,215.975,23,213.944,9,88.845,15,118.605,15,111.090,17,121.475,18,137.180,25,200.575,23,185.955,21,183.955,21,197.340,34,289.465,17,137.465,22,222.570,22,177.810,14,116.855,21,159.450,34,309.320,23,201.145,23,183.185,27,258.540,2164,11341.136
5083,822,3094.408,8,75.200,11,67.005,10,88.755,9,50.680,7,41.660,4,28.665,9,74.240,6,28.025,8,64.090,17,142.515,11,130.785,10,69.170,6,41.580,8,52.610,14,94.635,15,104.765,13,93.055,13,107.610,13,116.860,8,59.560,15,138.035,11,82.320,24,203.305,10,69.505,1082,5119.038
5084,857,3682.376,9,58.270,8,50.030,9,56.845,12,149.560,13,325.360,13,398.740,9,63.055,9,51.880,13,71.225,10,159.615,7,44.570,7,84.145,8,80.850,12,102.915,8,51.405,11,92.610,20,124.740,17,120.195,19,122.915,13,107.260,18,143.835,19,159.798,14,91.220,23,270.580,1158,6663.994
5085,2732,9727.566,24,155.195,25,138.280,50,261.430,27,189.565,31,208.330,34,248.460,39,338.320,48,278.380,28,195.695,46,283.550,47,277.435,44,280.171,34,183.215,41,254.345,41,319.205,43,224.950,41,261.684,50,314.115,68,449.100,45,386.380,51,357.160,46,326.965,54,336.815,50,374.115,3739,16370.426
5086,2184,8291.122,21,130.820,26,168.795,31,182.910,25,169.380,26,169.020,23,126.470,18,117.055,34,223.165,31,257.175,29,227.035,23,163.905,30,198.020,33,227.305,24,155.900,29,193.070,16,115.020,26,173.265,25,168.500,34,225.175,23,160.865,47,423.600,26,180.890,27,214.565,42,407.045,2853,13070.072
5087,1337,5142.279,13,92.250,15,93.470,19,121.990,15,104.220,17,107.345,10,90.010,18,114.075,14,92.365,16,125.820,12,77.520,11,96.210,16,103.375,16,110.200,20,132.625,16,118.835,12,105.045,18,116.835,19,145.645,19,182.775,25,159.405,46,316.145,25,185.665,21,157.775,25,163.105,1775,8254.984
5088,458,2266.340,9,61.045,3,16.455,5,34.450,2,11.700,9,59.700,6,76.595,5,39.055,5,115.625,10,83.850,5,42.795,7,47.555,2,11.700,7,46.215,10,74.310,8,63.655,5,33.050,2,9.570,5,34.005,10,166.600,9,61.815,8,64.430,7,46.440,9,59.390,15,115.940,621,3642.285
5089,923,3349.314,8,75.330,10,144.660,8,106.455,12,85.830,11,77.255,5,42.160,7,37.445,8,45.845,5,40.600,18,133.285,6,52.645,11,112.005,10,74.400,7,41.955,10,69.000,11,73.890,7,45.285,9,71.990,12,89.685,15,114.365,21,179.335,12,109.165,13,96.065,8,58.490,1167,5326.454
5090,1227,3900.296,10,63.810,10,89.995,22,73.028,17,59.100,12,68.685,11,71.070,13,79.820,9,52.515,7,42.585,9,59.075,15,103.710,6,41.925,8,50.055,16,118.540,13,96.450,15,186.905,17,116.160,16,117.240,13,93.980,8,48.370,8,57.485,7,50.215,12,87.280,8,59.420,1509,5787.714
5091,1073,3743.897,8,49.075,10,76.570,5,31.485,12,104.910,13,89.260,4,26.230,15,101.315,7,41.445,6,37.685,14,100.045,10,77.735,14,111.490,14,103.545,12,85.730,20,144.175,13,85.760,11,88.400,10,70.635,17,148.915,13,82.570,14,86.455,8,65.440,17,117.010,12,99.330,1352,5769.107
5092,2445,8350.184,19,139.035,18,130.685,19,128.229,27,163.258,24,159.460,20,128.530,18,111.065,20,119.290,21,130.900,30,188.390,19,123.545,23,153.510,28,185.580,31,200.460,26,185.510,27,191.680,24,149.245,27,181.600,31,215.500,31,232.710,34,234.460,29,195.675,27,187.580,23,155.490,3041,12341.571
5093,1361,4108.181,10,65.835,15,100.325,6,54.380,10,54.050,16,93.355,10,62.325,8,54.060,15,91.680,14,102.650,16,100.825,10,61.535,11,71.940,3,16.985,9,54.545,13,75.490,12,92.035,10,59.320,10,69.020,19,135.540,17,114.490,11,70.860,13,84.080,22,159.165,11,72.710,1652,6025.381
5094,217,3048.460,2,46.200,1,5.670,0,0.000,1,6.555,2,36.600,4,62.385,2,39.615,7,217.955,7,113.650,3,42.230,5,87.700,3,111.800,5,210.660,4,174.120,5,117.160,3,132.480,1,4.725,1,5.610,4,124.465,2,16.830,0,0.000,3,113.160,5,138.090,6,298.990,293,5155.110
5095,2562,10972.110,17,101.275,26,167.800,18,108.750,28,191.490,28,249.070,23,176.550,31,229.495,25,302.170,28,258.305,35,285.230,41,412.720,20,218.970,19,129.745,33,249.995,24,169.350,18,135.700,22,167.865,34,268.295,40,315.840,29,366.705,49,417.780,46,676.450,39,356.375,44,366.870,3279,17294.905
5096,2200,7857.269,14,96.505,12,82.235,10,63.460,8,41.785,15,134.330,12,74.745,16,117.250,16,100.295,18,97.155,24,163.890,28,226.045,17,127.695,14,90.835,15,96.125,26,193.495,19,128.865,18,116.590,22,139.720,28,215.335,15,105.960,31,260.545,25,199.130,22,184.130,29,231.385,2654,11144.774
5097,1989,6534.360,13,84.265,10,67.255,18,108.945,10,57.370,13,81.365,12,72.380,26,165.490,13,78.000,13,79.680,11,81.125,18,143.185,17,133.620,24,159.320,20,139.040,28,185.085,20,149.135,14,94.700,14,89.105,20,128.145,20,130.685,33,340.335,30,329.640,17,148.860,26,173.120,2429,9754.210
5098,2037,6424.298,10,71.950,14,83.460,17,96.015,14,91.965,16,80.155,16,99.115,22,130.735,17,107.795,19,116.595,17,106.605,24,150.340,12,81.175,15,93.470,20,134.840,23,169.635,6,43.815,25,162.880,21,130.760,25,156.385,17,109.960,40,285.245,14,97.460,11,73.010,19,144.990,2471,9242.653
5106,55,1107.290,1,6.300,0,0.000,1,34.160,1,16.800,1,29.700,1,6.600,2,30.600,2,106.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,39.045,0,0.000,1,11.340,1,6.615,4,165.400,2,19.800,1,6.600,0,0.000,1,9.240,0,0.000,1,6.600,76,1602.290
5107,2581,9524.615,24,150.115,25,150.395,25,254.620,29,235.650,27,149.100,25,150.185,29,172.200,31,226.055,26,182.805,41,267.125,31,202.295,23,224.675,22,145.110,30,196.040,27,178.610,16,128.905,15,102.415,30,198.260,43,313.780,28,214.570,42,293.805,38,280.890,32,240.525,27,237.840,3267,14420.585
5108,5042,18256.522,39,216.825,47,407.085,46,306.420,46,298.595,61,456.465,60,409.640,75,524.005,62,367.210,72,575.015,60,378.515,54,344.795,56,556.300,42,263.325,71,591.365,82,553.890,53,384.760,54,345.945,72,698.970,94,677.465,76,548.395,84,602.065,73,540.170,58,437.835,64,481.000,6543,29222.577
5109,3013,10587.484,13,178.540,23,149.000,26,167.915,22,137.900,25,153.380,25,149.170,26,170.215,24,154.735,24,148.885,29,183.170,34,236.075,23,259.940,22,167.950,34,234.705,36,319.170,25,169.840,34,220.250,32,207.875,37,254.965,42,468.935,57,439.375,41,306.610,30,230.010,38,312.820,3735,16008.914
5110,1185,6422.732,9,78.650,6,69.145,10,137.510,11,77.460,14,102.965,11,162.665,21,164.835,10,75.705,18,177.980,18,233.035,18,233.565,22,578.710,10,102.895,11,76.035,14,99.560,9,54.890,13,88.730,23,330.315,23,187.655,27,226.520,28,244.985,20,175.040,31,415.870,24,438.645,1586,10956.097
5111,20,619.595,0,0.000,0,0.000,0,0.000,0,0.000,2,199.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,38.610,7,183.150,1,18.675,0,0.000,1,96.390,33,1162.620
5112,2175,7879.556,12,74.055,18,149.880,17,159.375,16,93.140,22,224.895,22,158.320,20,145.870,25,154.450,24,155.445,22,168.725,19,122.285,10,67.425,19,230.555,19,117.070,34,335.745,32,272.610,25,196.955,20,135.150,33,323.045,33,430.480,43,284.790,27,304.710,26,229.910,26,182.075,2739,12596.516
5113,1758,6653.229,15,85.630,12,67.480,14,81.210,16,117.710,15,76.150,24,147.595,26,265.480,27,160.550,25,180.915,24,174.020,29,191.950,12,68.655,23,151.195,21,132.220,28,189.390,23,143.335,25,170.140,20,184.725,27,270.660,35,229.825,23,149.160,39,257.075,26,373.980,26,263.540,2313,10785.819
5114,4524,17007.482,31,177.400,39,228.445,60,520.815,36,225.445,51,341.210,57,368.355,50,363.480,76,490.560,52,371.850,53,328.525,77,648.070,44,388.850,60,395.945,74,516.960,65,520.995,62,408.165,73,516.360,66,470.855,86,679.935,81,562.910,91,647.905,72,483.575,59,579.260,72,550.155,6011,27793.507
5115,1030,4352.954,15,98.580,9,57.705,13,85.435,11,72.360,22,152.310,14,81.830,17,116.680,33,208.525,19,123.605,23,154.410,21,130.610,23,148.645,20,147.180,26,181.295,31,216.000,27,197.400,27,174.495,25,191.730,29,233.760,27,192.045,36,255.530,31,206.865,28,184.360,30,211.560,1587,8175.869
5116,1452,5459.071,4,20.705,12,76.905,16,102.685,8,64.730,8,44.115,17,105.175,15,98.045,18,119.420,18,160.900,16,102.280,17,110.200,11,75.155,15,127.205,26,201.370,15,124.040,10,70.715,13,80.920,28,202.905,14,105.655,14,111.605,26,194.825,16,131.805,22,156.315,31,266.350,1842,8313.096
5117,653,3202.806,8,57.365,7,50.670,7,56.465,7,60.045,10,93.105,9,83.670,10,65.910,11,94.685,7,55.945,11,85.105,16,231.795,12,107.665,7,48.630,13,102.025,12,115.995,17,144.920,13,85.720,10,75.615,13,93.670,15,138.870,11,113.810,18,151.820,12,127.260,17,183.485,926,5627.051
5118,3089,12967.119,15,143.520,29,186.025,26,275.399,15,105.560,22,170.740,22,172.505,34,234.025,30,305.935,26,181.885,33,382.385,34,314.335,33,439.955,18,132.680,34,264.505,36,268.025,35,273.020,59,526.770,37,376.915,34,232.910,35,272.395,53,465.995,30,271.625,34,278.695,38,276.325,3851,19519.248
5120,455,3917.934,5,83.140,3,25.015,12,231.205,5,67.425,9,214.190,9,102.745,11,170.525,7,113.845,11,113.655,12,257.690,10,182.100,12,116.970,7,43.005,12,156.845,9,67.990,9,68.200,12,90.470,14,121.910,10,134.130,18,142.560,18,269.980,7,85.190,10,183.010,11,217.505,698,7177.234
5121,383,1947.857,1,33.000,4,57.860,5,65.480,3,17.545,4,125.155,9,107.230,5,56.835,6,72.180,7,46.760,8,116.000,6,59.823,8,57.430,7,79.640,10,65.715,15,110.415,5,64.720,11,108.965,11,75.325,14,135.245,15,99.180,11,103.515,6,59.330,9,96.150,13,184.520,576,3945.875
5125,2961,10690.615,18,125.165,20,125.755,21,134.345,22,126.405,22,144.785,21,145.930,24,176.015,30,215.365,34,232.210,29,208.725,27,266.895,27,195.685,25,188.095,32,229.005,30,224.755,21,154.065,21,339.410,25,212.215,35,272.385,27,192.120,44,352.895,33,278.965,40,308.670,26,205.670,3615,15746.145
5126,971,3428.575,3,22.505,7,36.315,11,68.810,5,29.510,7,34.625,9,51.940,9,70.745,9,55.775,11,74.285,5,32.480,8,44.900,13,84.930,13,77.620,11,86.415,10,73.260,9,55.620,17,125.915,9,62.960,22,150.550,11,78.890,12,85.780,8,65.910,13,82.290,17,165.575,1220,5146.180
5127,1191,3870.705,7,43.760,9,53.810,14,93.665,12,83.340,11,60.530,10,56.970,14,118.100,9,54.520,7,42.930,9,59.915,8,60.860,13,86.885,8,52.720,8,50.100,16,112.370,8,70.030,6,36.210,17,108.665,13,93.260,16,106.780,16,110.090,12,102.470,9,62.880,9,64.790,1452,5656.355
5131,191,941.162,1,6.600,0,0.000,4,28.210,2,13.230,1,6.300,1,6.600,2,27.165,1,6.600,1,6.615,0,0.000,0,0.000,4,27.280,2,21.510,2,17.310,2,13.200,0,0.000,1,12.870,4,44.700,0,0.000,1,7.920,2,17.360,0,0.000,1,10.560,1,12.600,224,1227.792
5132,86,705.611,0,0.000,0,0.000,1,6.615,1,13.200,1,20.740,1,6.600,0,0.000,0,0.000,0,0.000,2,80.600,0,0.000,0,0.000,0,0.000,0,0.000,1,4.620,0,0.000,2,21.600,1,6.600,1,16.500,0,0.000,1,19.610,0,0.000,1,6.600,1,31.680,100,940.576
5133,86,401.645,1,6.510,0,0.000,0,0.000,0,0.000,1,4.800,1,10.350,0,0.000,0,0.000,0,0.000,1,9.135,2,29.580,1,17.160,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,13.200,1,4.950,1,10.500,0,0.000,3,32.860,0,0.000,0,0.000,100,547.290
5134,79,447.765,0,0.000,0,0.000,0,0.000,1,5.270,0,0.000,0,0.000,0,0.000,1,7.200,1,6.600,1,6.480,0,0.000,0,0.000,1,15.180,0,0.000,0,0.000,5,43.380,1,6.600,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,3,18.220,0,0.000,95,569.895
5136,79,300.335,2,21.655,0,0.000,0,0.000,0,0.000,1,14.960,0,0.000,1,11.160,3,45.920,1,12.800,1,17.640,1,9.450,0,0.000,0,0.000,1,10.800,4,34.335,2,17.400,2,9.120,0,0.000,1,9.450,0,0.000,3,18.140,1,4.200,1,6.840,1,3.600,105,547.805
5137,101,676.400,0,0.000,1,6.600,0,0.000,0,0.000,3,67.845,1,6.615,2,30.080,1,8.000,1,7.875,0,0.000,0,0.000,3,44.200,2,17.220,1,13.120,0,0.000,0,0.000,1,19.800,0,0.000,1,19.800,0,0.000,1,19.800,1,9.990,0,0.000,1,19.240,121,966.585
5138,53,316.740,2,19.670,1,7.875,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.880,2,64.240,0,0.000,2,51.280,0,0.000,0,0.000,1,7.920,1,6.600,1,13.200,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,2,65.400,1,19.800,68,590.265
5139,69,469.565,0,0.000,0,0.000,0,0.000,0,0.000,1,5.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,64.240,2,13.245,0,0.000,2,46.200,3,110.030,1,6.600,1,7.875,1,5.985,1,19.440,0,0.000,1,33.480,0,0.000,0,0.000,5,47.160,89,828.860
5140,71,257.351,1,5.605,0,0.000,0,0.000,1,4.480,1,6.030,0,0.000,0,0.000,1,13.230,1,6.615,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.230,3,21.120,1,6.600,0,0.000,0,0.000,2,15.910,1,7.920,2,13.500,1,6.300,88,381.491
5141,148,614.866,2,9.550,2,22.760,1,6.600,1,13.200,0,0.000,2,17.680,2,15.570,1,6.600,2,43.400,1,6.615,1,6.615,0,0.000,0,0.000,1,7.920,4,31.860,0,0.000,2,14.600,1,5.985,1,6.270,2,26.415,2,31.770,1,6.300,1,13.320,3,23.760,181,931.656
5142,112,681.000,0,0.000,1,13.230,0,0.000,1,10.500,0,0.000,0,0.000,0,0.000,1,14.850,2,31.120,0,0.000,2,16.560,1,7.600,1,10.220,1,7.920,1,6.600,0,0.000,0,0.000,3,47.260,1,6.400,1,11.470,1,4.290,2,13.080,0,0.000,1,10.440,132,892.540
5144,75,407.889,1,5.800,2,23.175,1,6.555,0,0.000,1,7.800,0,0.000,0,0.000,0,0.000,1,39.680,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,3,46.850,2,11.720,0,0.000,1,6.600,1,9.900,0,0.000,1,5.110,0,0.000,0,0.000,1,6.660,91,590.939
5150,17,87.425,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,25.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,20,126.425
5151,61,333.110,0,0.000,1,6.600,1,10.540,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,2,24.030,0,0.000,0,0.000,1,13.200,0,0.000,3,37.560,0,0.000,0,0.000,72,443.040
5152,685,3314.148,8,82.125,7,60.600,6,52.195,2,13.040,4,31.940,11,111.265,4,22.960,8,73.670,4,27.360,8,55.180,16,131.440,6,91.700,15,143.590,11,75.725,5,40.675,11,93.795,22,165.305,6,57.945,12,100.020,5,36.315,14,131.625,10,77.025,11,88.390,5,89.005,896,5167.038
5153,1243,6342.830,4,38.020,11,99.320,14,97.780,13,98.635,10,91.050,16,182.110,10,97.900,13,162.855,11,95.415,16,220.255,9,81.045,11,101.055,6,69.825,14,123.215,14,109.145,15,137.345,14,187.295,11,85.275,14,179.730,14,109.600,22,210.275,8,75.410,15,128.160,23,258.410,1551,9381.955
5154,384,1768.647,2,11.700,6,55.705,3,23.550,3,29.040,4,31.940,4,28.600,7,49.165,3,30.100,1,10.440,5,47.145,6,55.950,3,30.330,2,20.625,7,47.375,3,38.940,1,9.900,5,52.240,3,35.360,7,56.655,2,17.010,11,73.895,11,120.590,6,39.340,5,67.610,494,2751.852
5155,495,1898.603,3,15.000,6,42.495,2,13.840,2,16.380,4,25.275,2,16.855,4,33.120,4,20.060,5,29.820,7,49.915,2,13.215,5,64.465,3,31.030,8,67.440,11,78.640,5,59.400,3,27.405,4,39.650,10,74.795,7,76.565,8,63.500,6,46.350,8,70.405,10,86.025,624,2960.248
5156,112,465.719,0,0.000,1,6.600,2,19.520,1,6.930,1,6.600,0,0.000,0,0.000,1,9.520,2,11.325,0,0.000,1,6.000,0,0.000,0,0.000,2,19.800,2,13.100,2,17.550,1,6.600,2,15.840,0,0.000,1,19.610,0,0.000,0,0.000,0,0.000,0,0.000,131,624.714
5157,624,2770.868,6,86.510,3,17.715,1,6.615,2,15.900,10,112.170,5,55.800,4,57.355,4,26.400,3,17.940,4,66.990,6,54.895,5,28.695,3,23.100,4,28.800,10,114.220,6,33.170,5,38.550,0,0.000,4,29.250,2,37.400,13,122.950,6,50.670,7,62.500,6,72.870,743,3931.333
5158,4316,14217.753,16,104.135,25,161.225,26,157.590,23,143.981,29,195.215,23,154.405,30,279.609,35,214.425,26,164.655,38,261.735,33,225.300,30,207.640,32,223.280,41,266.610,42,305.405,34,234.650,35,224.995,35,260.110,46,323.520,44,325.400,49,343.840,36,291.275,47,351.080,44,313.110,5135,19950.943
5159,5315,17946.686,27,171.390,37,257.505,35,215.925,25,154.730,36,241.586,34,219.495,36,228.581,38,235.795,37,240.600,57,392.360,51,341.420,44,303.535,44,332.720,60,431.385,64,411.900,56,402.930,47,344.300,41,379.220,43,278.240,51,359.075,85,614.960,55,512.835,64,449.460,48,408.790,6430,25875.423
5160,172,3142.397,2,37.410,4,62.590,1,99.000,1,5.800,1,14.300,3,89.325,5,175.470,5,169.400,4,78.090,1,11.025,2,28.000,5,167.490,0,0.000,3,79.065,5,79.710,1,11.220,3,40.920,3,42.090,2,71.280,5,85.510,7,135.150,2,32.560,2,46.200,7,137.860,246,4841.862
5161,1712,5652.753,7,43.230,3,19.315,9,47.955,12,67.040,6,36.390,11,160.595,10,63.570,14,91.570,13,77.910,7,51.480,16,117.670,8,52.250,11,63.655,14,87.300,16,116.160,11,73.570,11,65.160,18,104.530,19,123.920,17,123.930,19,122.705,14,87.030,16,146.845,21,197.685,2015,7794.218
5162,5375,17476.661,38,216.465,39,236.535,49,439.965,31,175.831,58,353.705,56,352.695,56,352.540,62,393.795,50,317.095,54,333.670,62,397.295,52,430.850,37,250.810,48,342.740,49,313.295,53,371.135,42,338.695,42,288.270,56,385.395,70,472.395,56,378.400,66,438.475,70,508.435,56,435.905,6627,26001.052
5163,2198,7509.360,11,62.935,11,145.105,19,120.175,23,133.650,25,151.690,26,157.770,26,159.260,35,229.605,26,188.535,17,102.690,26,169.400,19,176.675,21,135.240,23,144.435,24,149.880,17,109.870,20,129.385,24,165.120,41,289.945,24,168.060,41,323.150,31,222.185,38,274.710,33,310.980,2799,11729.810
5164,612,1902.966,2,12.195,1,6.555,8,40.780,9,48.190,8,46.920,7,37.840,8,48.310,5,24.055,10,61.155,14,81.965,4,25.080,8,42.495,0,0.000,6,59.280,8,49.935,5,34.410,7,37.815,8,138.975,11,71.520,6,40.875,4,118.860,3,24.330,6,43.430,6,39.510,766,3037.446
5165,638,2417.991,3,17.050,1,13.020,2,12.270,2,12.100,6,32.640,5,29.535,7,61.245,4,23.205,4,24.930,7,49.220,8,50.100,6,41.595,9,53.420,5,32.385,7,44.280,4,26.400,5,33.415,8,53.480,12,72.780,4,34.220,15,108.985,6,42.410,9,74.760,11,67.195,788,3428.631
5166,303,842.457,7,61.150,0,0.000,3,16.335,1,6.600,1,5.500,2,11.010,1,6.325,0,0.000,2,26.100,0,0.000,6,56.610,0,0.000,3,12.440,3,17.395,2,15.840,0,0.000,2,13.200,0,0.000,8,51.255,6,38.610,6,46.690,3,19.815,2,11.100,3,17.020,364,1275.452
5167,924,2778.516,6,36.955,11,59.985,3,21.540,8,44.230,9,51.155,4,33.250,5,32.430,10,59.080,13,110.415,11,81.040,9,55.450,12,76.390,16,111.665,15,91.450,9,62.550,14,86.990,16,121.330,11,96.320,15,115.285,13,93.105,14,131.980,7,48.290,15,98.430,17,127.170,1187,4625.001
5168,909,3453.355,8,50.420,7,96.800,11,68.705,11,75.480,9,58.660,9,48.540,13,72.660,10,63.795,13,89.550,11,70.830,10,71.280,10,68.775,4,33.330,12,79.035,9,240.480,7,43.345,7,45.585,7,43.155,12,80.140,5,30.350,12,97.925,5,62.210,9,59.230,6,47.760,1126,5151.395
5169,2686,9875.875,21,123.100,31,192.110,24,145.660,24,152.760,28,165.460,27,182.075,32,182.450,26,175.035,40,258.495,40,252.015,33,226.105,24,237.075,34,214.440,36,241.650,46,298.850,39,281.735,40,275.650,44,330.550,55,399.165,63,411.525,69,537.080,41,284.940,50,413.025,52,394.025,3605,16250.850
5170,239,762.821,1,19.380,3,22.100,0,0.000,0,0.000,2,13.200,0,0.000,3,17.710,2,15.975,3,18.265,3,18.330,2,14.385,3,19.500,3,21.015,2,10.575,1,4.800,2,15.300,1,13.200,4,26.160,1,8.190,0,0.000,4,39.090,2,12.900,3,17.670,5,40.990,289,1131.556
5171,1389,6956.427,7,65.270,8,200.385,3,20.090,7,67.282,6,76.685,10,61.305,4,44.865,9,116.590,13,175.145,11,89.070,11,144.285,16,244.025,9,64.265,12,99.110,8,51.525,5,48.300,15,95.040,10,86.485,11,91.650,12,99.735,16,138.480,12,119.380,16,179.130,22,235.135,1642,9569.659
5172,921,3902.893,5,60.260,10,101.810,7,47.985,10,121.765,7,64.095,6,74.785,8,52.130,1,6.200,5,48.605,7,78.085,7,69.030,10,76.100,5,33.375,9,59.450,10,90.125,12,95.660,17,134.470,11,108.415,6,49.115,6,54.750,10,81.765,10,79.930,5,44.050,10,75.160,1115,5610.008
5173,2329,7772.590,10,67.305,14,84.145,13,64.320,18,115.740,15,88.470,15,93.790,21,144.620,21,167.275,15,122.045,22,151.215,21,152.825,24,181.390,20,128.715,29,202.625,28,192.470,32,232.460,34,292.620,25,187.775,28,186.685,24,158.870,35,245.595,30,236.550,22,164.690,26,298.520,2871,11733.305
5174,573,2081.949,4,24.350,8,53.180,4,22.440,2,12.625,6,46.235,4,30.630,4,25.075,6,45.720,2,17.955,9,54.330,4,23.070,5,51.755,5,47.650,13,93.795,8,64.715,5,31.760,6,41.840,3,18.490,7,61.380,4,29.350,6,51.030,9,78.420,9,57.860,11,80.620,717,3146.224
5175,1,0.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.300
5201,391,1803.562,1,6.300,4,28.215,2,26.020,10,131.372,2,15.840,6,45.220,4,34.915,5,65.015,5,49.785,4,27.875,3,26.155,4,29.220,6,51.150,4,31.560,12,114.690,4,29.040,9,71.430,8,64.860,4,50.400,6,43.890,11,95.055,3,23.490,6,70.730,5,32.745,519,2968.534
5202,174,859.685,0,0.000,2,12.925,2,11.615,3,21.575,3,74.190,1,4.950,8,108.240,2,10.840,3,63.955,6,32.420,0,0.000,2,11.700,1,5.850,4,32.095,2,13.200,4,53.980,3,41.310,1,10.560,0,0.000,1,6.400,2,45.420,2,23.100,2,18.500,5,44.910,233,1507.420
5203,279,1178.632,4,24.315,6,37.605,3,18.315,2,5.980,3,29.815,2,14.080,4,127.650,3,20.720,2,9.550,3,17.050,3,23.100,4,54.930,5,36.270,2,13.200,7,46.305,1,6.600,1,6.600,3,22.350,4,26.400,5,37.950,0,0.000,1,1.980,4,29.595,1,3.300,352,1792.292
5204,1027,3629.916,7,46.265,3,13.330,8,59.265,10,61.505,11,90.605,6,36.150,6,74.235,13,151.080,8,59.080,3,22.800,10,63.265,15,186.345,6,36.450,15,101.935,15,103.010,12,73.950,19,161.900,10,59.430,22,141.210,13,97.085,21,134.895,10,60.045,15,126.990,14,98.550,1299,5689.291
5207,1,0.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.960
5210,394,1635.309,4,78.945,6,51.580,6,43.960,2,52.275,3,20.760,4,24.890,3,20.100,2,13.200,6,42.120,5,41.610,4,56.900,5,38.000,3,18.420,3,19.485,2,16.500,6,44.520,2,14.420,3,33.000,5,31.955,1,19.800,5,45.180,2,13.320,4,30.200,5,33.300,485,2439.749
5211,4094,13921.734,22,139.780,30,270.355,29,178.345,35,252.625,26,177.205,35,248.375,16,97.510,48,354.385,29,188.980,34,236.180,37,328.155,38,391.590,20,129.055,24,197.995,30,273.910,43,273.720,40,285.895,36,226.065,48,318.505,39,253.835,49,363.730,36,275.340,34,241.230,38,288.995,4910,19913.494
