,DATE,HUMIDITYAVE,HUMIDITYMIN,HUMIDITYMAX
0,29 December 2012,0.699545454545455,0.42,0.83
0,30 December 2012,0.6218604651162793,0.5,0.73
0,31 December 2012,0.6778260869565218,0.57,0.83
0,1 January 2013,0.7349999999999999,0.58,0.94
0,2 January 2013,0.7349999999999999,0.58,0.94
0,3 January 2013,0.7130434782608697,0.57,0.94
0,4 January 2013,0.6004166666666665,0.47,0.73
0,5 January 2013,0.6236170212765957,0.45,0.78
0,6 January 2013,0.6352272727272725,0.43,0.83
0,7 January 2013,0.6831914893617019,0.4,0.89
0,8 January 2013,0.7332608695652172,0.54,0.94
0,9 January 2013,0.3610638297872338,0.1,0.78
0,10 January 2013,0.582340425531915,0.14,0.83
0,11 January 2013,0.5773333333333329,0.47,0.65
0,12 January 2013,0.612608695652174,0.46,0.79
0,13 January 2013,0.7165909090909092,0.38,0.83
0,14 January 2013,0.8148936170212769,0.69,1.0
0,15 January 2013,0.6832558139534886,0.53,0.88
0,16 January 2013,0.5663829787234039,0.44,0.68
0,17 January 2013,0.6627272727272723,0.45,0.88
0,18 January 2013,0.738913043478261,0.48,0.94
0,19 January 2013,0.5606521739130431,0.11,0.89
0,20 January 2013,0.7234782608695653,0.61,0.83
0,21 January 2013,0.731304347826087,0.54,1.0
0,22 January 2013,0.7208333333333333,0.48,0.94
0,23 January 2013,0.6952173913043476,0.46,0.94
0,24 January 2013,0.7972727272727274,0.69,0.94
0,25 January 2013,0.7811363636363633,0.65,0.89
0,26 January 2013,0.6889130434782607,0.49,0.89
0,27 January 2013,0.7127659574468085,0.55,0.89
0,28 January 2013,0.8771739130434782,0.74,1.0
0,29 January 2013,0.8840909090909089,0.83,0.94
0,30 January 2013,0.8539583333333328,0.65,0.94
0,31 January 2013,0.716304347826087,0.54,0.83
0,1 February 2013,0.8602631578947367,0.69,0.94
0,2 February 2013,0.8602631578947367,0.69,0.94
0,3 February 2013,0.7945652173913039,0.56,1.0
0,4 February 2013,0.7200000000000001,0.55,0.83
0,5 February 2013,0.7313043478260867,0.61,0.83
0,6 February 2013,0.676304347826087,0.51,0.83
0,7 February 2013,0.6186363636363639,0.37,0.88
0,8 February 2013,0.5457446808510639,0.35,0.73
0,9 February 2013,0.5652173913043476,0.29,0.78
0,10 February 2013,0.65375,0.48,0.78
0,11 February 2013,0.8159183673469386,0.62,0.94
0,12 February 2013,0.846734693877551,0.69,0.94
0,13 February 2013,0.8149999999999994,0.57,1.0
0,14 February 2013,0.7478723404255321,0.69,0.88
0,15 February 2013,0.6857446808510638,0.48,0.88
0,16 February 2013,0.749574468085106,0.51,0.94
0,17 February 2013,0.8259183673469389,0.69,0.94
0,18 February 2013,0.6616666666666667,0.44,0.94
0,19 February 2013,0.6660869565217392,0.45,0.88
0,20 February 2013,0.6858333333333331,0.51,0.83
0,21 February 2013,0.7420454545454546,0.58,0.94
0,22 February 2013,0.6718749999999999,0.54,0.83
0,23 February 2013,0.6179166666666663,0.48,0.74
0,24 February 2013,0.8375555555555552,0.61,0.94
0,25 February 2013,0.8221276595744675,0.7,1.0
0,26 February 2013,0.738958333333333,0.58,0.83
0,27 February 2013,0.7137499999999998,0.55,0.83
0,28 February 2013,0.6628260869565218,0.45,0.83
0,1 March 2013,0.8108510638297872,0.53,0.94
0,2 March 2013,0.8108510638297872,0.53,0.94
0,3 March 2013,0.7104761904761906,0.53,0.88
0,4 March 2013,0.6406976744186046,0.51,0.78
0,5 March 2013,0.6090909090909092,0.44,0.88
0,6 March 2013,0.5739999999999998,0.35,0.69
0,7 March 2013,0.6275000000000001,0.42,0.83
0,8 March 2013,0.61875,0.42,0.83
0,9 March 2013,0.6317777777777777,0.51,0.83
0,10 March 2013,0.6117391304347826,0.4,0.78
0,11 March 2013,0.600208333333333,0.35,0.83
0,12 March 2013,0.6674468085106386,0.42,0.88
0,13 March 2013,0.6723913043478258,0.39,0.88
0,14 March 2013,0.6202083333333334,0.37,0.83
0,15 March 2013,0.7855102040816327,0.65,0.88
0,16 March 2013,0.8006521739130434,0.69,0.94
0,17 March 2013,0.7043749999999999,0.48,0.83
0,18 March 2013,0.5984444444444444,0.43,0.94
0,19 March 2013,0.5765217391304349,0.44,0.72
0,20 March 2013,0.593541666666667,0.41,0.72
0,21 March 2013,0.6412765957446808,0.44,0.88
0,22 March 2013,0.6199999999999998,0.4,0.78
0,23 March 2013,0.5272727272727272,0.34,0.78
0,24 March 2013,0.7322916666666665,0.54,0.94
0,25 March 2013,0.7029166666666669,0.46,0.89
0,26 March 2013,0.7049999999999997,0.53,0.89
0,27 March 2013,0.7421276595744678,0.58,0.88
0,28 March 2013,0.713023255813953,0.55,0.94
0,29 March 2013,0.6381249999999998,0.3,0.88
0,30 March 2013,0.5619565217391305,0.46,0.88
0,31 March 2013,0.5551063829787233,0.36,0.72
0,1 April 2013,0.7723913043478261,0.61,0.94
0,2 April 2013,0.7723913043478261,0.61,0.94
0,3 April 2013,0.630416666666667,0.41,0.88
0,4 April 2013,0.830816326530612,0.6,1.0
0,5 April 2013,0.8842857142857146,0.6,1.0
0,6 April 2013,0.762553191489362,0.53,0.94
0,7 April 2013,0.7960000000000004,0.57,0.94
0,8 April 2013,0.7795999999999998,0.61,0.94
0,9 April 2013,0.7217391304347827,0.53,0.94
0,10 April 2013,0.8097777777777779,0.6,0.94
0,11 April 2013,0.6748936170212769,0.44,0.88
0,12 April 2013,0.6370212765957449,0.34,0.88
0,13 April 2013,0.6587499999999998,0.36,0.83
0,14 April 2013,0.6474468085106385,0.34,0.88
0,15 April 2013,0.6266666666666668,0.3,0.88
0,16 April 2013,0.7212244897959182,0.37,0.94
0,17 April 2013,0.8406122448979589,0.73,0.94
0,18 April 2013,0.7814285714285719,0.64,0.94
0,19 April 2013,0.7602173913043481,0.61,0.88
0,20 April 2013,0.5517391304347826,0.4,0.78
0,21 April 2013,0.8308695652173914,0.56,1.0
0,22 April 2013,0.7019148936170216,0.56,0.88
0,23 April 2013,0.6185106382978722,0.33,0.88
0,24 April 2013,0.5551063829787235,0.38,0.77
0,25 April 2013,0.560217391304348,0.31,0.73
0,26 April 2013,0.5061702127659573,0.38,0.64
0,27 April 2013,0.554130434782609,0.28,0.78
0,28 April 2013,0.5923404255319151,0.32,0.83
0,29 April 2013,0.48680851063829805,0.2,0.82
0,30 April 2013,0.7082978723404255,0.49,0.94
0,1 May 2013,0.7864583333333335,0.57,0.94
0,2 May 2013,0.7864583333333335,0.57,0.94
0,3 May 2013,0.6427659574468083,0.45,0.88
0,4 May 2013,0.6022222222222221,0.36,0.82
0,5 May 2013,0.5629787234042551,0.25,0.77
0,6 May 2013,0.5485416666666666,0.43,0.67
0,7 May 2013,0.7195833333333334,0.59,0.83
0,8 May 2013,0.7229787234042554,0.56,0.88
0,9 May 2013,0.7131250000000003,0.41,0.88
0,10 May 2013,0.6965957446808511,0.39,0.94
0,11 May 2013,0.7831914893617024,0.56,0.94
0,12 May 2013,0.7926666666666669,0.64,0.94
0,13 May 2013,0.759130434782609,0.47,0.94
0,14 May 2013,0.6775000000000003,0.44,0.94
0,15 May 2013,0.522340425531915,0.37,0.77
0,16 May 2013,0.4566666666666667,0.27,0.67
0,17 May 2013,0.43531914893617046,0.3,0.59
0,18 May 2013,0.4417021276595745,0.28,0.58
0,19 May 2013,0.4838297872340427,0.26,0.71
0,20 May 2013,0.45041666666666663,0.26,0.62
0,21 May 2013,0.5019148936170214,0.34,0.66
0,22 May 2013,0.58,0.33,0.76
0,23 May 2013,0.7765306122448977,0.55,0.94
0,24 May 2013,0.7840816326530611,0.52,0.94
0,25 May 2013,0.7649999999999999,0.43,0.94
0,26 May 2013,0.7447826086956523,0.56,1.0
0,27 May 2013,0.6697872340425531,0.4,0.88
0,28 May 2013,0.7595833333333334,0.64,0.94
0,29 May 2013,0.8465306122448982,0.49,1.0
0,30 May 2013,0.7502702702702703,0.53,1.0
0,31 May 2013,0.7323404255319154,0.5,1.0
0,1 June 2013,0.7018367346938775,0.44,0.88
0,2 June 2013,0.7018367346938775,0.44,0.88
0,3 June 2013,0.8014583333333336,0.55,1.0
0,4 June 2013,0.5541666666666665,0.47,0.72
0,5 June 2013,0.6431250000000001,0.49,0.88
0,6 June 2013,0.7447826086956527,0.53,0.88
0,7 June 2013,0.6435555555555558,0.43,0.88
0,8 June 2013,0.6291489361702125,0.46,0.88
0,9 June 2013,0.6852083333333332,0.56,0.88
0,10 June 2013,0.7045833333333332,0.49,0.88
0,11 June 2013,0.8302083333333332,0.53,1.0
0,12 June 2013,0.7896774193548387,0.43,1.0
0,13 June 2013,0.8721999999999995,0.72,0.94
0,14 June 2013,0.6655319148936167,0.33,1.0
0,15 June 2013,0.5677083333333333,0.38,0.82
0,16 June 2013,0.5210416666666667,0.42,0.72
0,17 June 2013,0.5582608695652175,0.45,0.67
0,18 June 2013,0.632340425531915,0.55,0.71
0,19 June 2013,0.6804081632653062,0.45,0.94
0,20 June 2013,0.7734782608695651,0.59,0.94
0,21 June 2013,0.7082978723404255,0.59,0.82
0,22 June 2013,0.7212765957446805,0.55,0.82
0,23 June 2013,0.8716666666666667,0.82,0.94
0,24 June 2013,0.8782000000000001,0.59,0.94
0,25 June 2013,0.8782000000000001,0.59,0.94
0,26 June 2013,0.8782000000000001,0.59,0.94
0,27 June 2013,0.8782000000000001,0.59,0.94
0,28 June 2013,0.8782000000000001,0.59,0.94
0,29 June 2013,0.8782000000000001,0.59,0.94
0,30 June 2013,0.7133333333333333,0.52,0.94
0,1 July 2013,0.7641304347826088,0.56,0.94
0,2 July 2013,0.7641304347826088,0.56,0.94
0,3 July 2013,0.625869565217391,0.38,0.82
0,4 July 2013,0.6606521739130433,0.43,0.82
0,5 July 2013,0.6051063829787232,0.27,0.94
0,6 July 2013,0.39425531914893613,0.24,0.62
0,7 July 2013,0.39425531914893613,0.24,0.62
0,8 July 2013,0.4952173913043478,0.32,0.71
0,9 July 2013,0.6021276595744681,0.34,0.81
0,10 July 2013,0.7943181818181819,0.67,0.94
0,11 July 2013,0.8182222222222222,0.68,0.94
0,12 July 2013,0.7934090909090906,0.56,0.94
0,13 July 2013,0.7295652173913041,0.4,0.94
0,14 July 2013,0.7304347826086953,0.49,0.88
0,15 July 2013,0.7081818181818178,0.49,0.93
0,16 July 2013,0.7317777777777777,0.46,0.88
0,17 July 2013,0.8040425531914891,0.6,0.94
0,18 July 2013,0.7393023255813957,0.57,0.94
0,19 July 2013,0.7147826086956524,0.47,0.88
0,20 July 2013,0.7035416666666667,0.5,0.88
0,21 July 2013,0.50375,0.22,0.82
0,22 July 2013,0.32938775510204066,0.17,0.46
0,23 July 2013,0.39391304347826084,0.17,0.66
0,24 July 2013,0.4954347826086956,0.34,0.62
0,25 July 2013,0.5608163265306125,0.51,0.67
0,26 July 2013,0.5642553191489361,0.28,0.81
0,27 July 2013,0.6167391304347827,0.24,0.82
0,28 July 2013,0.6423404255319147,0.42,0.88
0,29 July 2013,0.6717391304347825,0.46,0.88
0,30 July 2013,0.5762499999999998,0.33,0.82
0,31 July 2013,0.6681249999999995,0.43,0.94
0,1 August 2013,0.6908333333333331,0.48,0.82
0,2 August 2013,0.6908333333333331,0.48,0.82
0,3 August 2013,0.571777777777778,0.26,0.88
0,4 August 2013,0.4023913043478261,0.24,0.62
0,5 August 2013,0.39804347826086955,0.22,0.55
0,6 August 2013,0.40340425531914903,0.25,0.58
0,7 August 2013,0.43250000000000005,0.22,0.72
0,8 August 2013,0.601111111111111,0.34,0.82
0,9 August 2013,0.8073469387755104,0.58,0.94
0,10 August 2013,0.502888888888889,0.28,0.71
0,11 August 2013,0.4710869565217391,0.25,0.77
0,12 August 2013,0.48133333333333317,0.17,0.67
0,13 August 2013,0.443673469387755,0.14,0.77
0,14 August 2013,0.3139130434782609,0.19,0.48
0,15 August 2013,0.3008510638297874,0.13,0.58
0,16 August 2013,0.4340425531914893,0.29,0.63
0,17 August 2013,0.5289361702127658,0.16,0.76
0,18 August 2013,0.3847916666666665,0.17,0.72
0,19 August 2013,0.3055555555555556,0.17,0.62
0,20 August 2013,0.33104166666666657,0.17,0.49
0,21 August 2013,0.37130434782608707,0.2,0.53
0,22 August 2013,0.44130434782608696,0.27,0.61
0,23 August 2013,0.4304651162790698,0.24,0.71
0,24 August 2013,0.4206976744186047,0.3,0.54
0,25 August 2013,0.5525531914893614,0.38,0.82
0,26 August 2013,0.6378723404255316,0.31,0.88
0,27 August 2013,0.5693750000000001,0.33,0.88
0,28 August 2013,0.6768085106382977,0.45,0.94
0,29 August 2013,0.7199999999999996,0.4,0.94
0,30 August 2013,0.6815909090909092,0.47,0.88
0,31 August 2013,0.522826086956522,0.17,0.77
0,1 September 2013,0.6053488372093022,0.38,0.83
0,2 September 2013,0.6053488372093022,0.38,0.83
0,3 September 2013,0.6495744680851063,0.33,0.88
0,4 September 2013,0.6580434782608697,0.41,0.88
0,5 September 2013,0.6427659574468086,0.31,0.88
0,6 September 2013,0.5972340425531919,0.25,0.88
0,7 September 2013,0.761914893617021,0.6,0.94
0,8 September 2013,0.7312500000000001,0.13,0.94
0,9 September 2013,0.8065957446808512,0.73,0.88
0,10 September 2013,0.7200000000000003,0.47,0.94
0,11 September 2013,0.2935555555555556,0.07,0.55
0,12 September 2013,0.3268085106382979,0.09,0.56
0,13 September 2013,0.47170212765957437,0.19,0.82
0,14 September 2013,0.618478260869565,0.45,0.77
0,15 September 2013,0.7640909090909092,0.56,0.94
0,16 September 2013,0.7347500000000001,0.52,0.94
0,17 September 2013,0.8174468085106384,0.59,1.0
0,18 September 2013,0.5815909090909089,0.33,0.94
0,19 September 2013,0.37978723404255316,0.17,0.63
0,20 September 2013,0.3270454545454546,0.1,0.59
0,21 September 2013,0.39,0.16,0.55
0,22 September 2013,0.535833333333333,0.35,0.72
0,23 September 2013,0.5363043478260869,0.25,0.77
0,24 September 2013,0.576818181818182,0.34,0.83
0,25 September 2013,0.35999999999999993,0.11,0.68
0,26 September 2013,0.4515555555555555,0.19,0.88
0,27 September 2013,0.3731818181818181,0.1,0.88
0,28 September 2013,0.33978260869565224,0.26,0.56
0,29 September 2013,0.3274418604651164,0.05,0.72
0,30 September 2013,0.3893023255813955,0.27,0.6
0,1 October 2013,0.34230769230769237,0.13,0.73
0,2 October 2013,0.34230769230769237,0.13,0.73
0,3 October 2013,0.33560975609756094,0.12,0.63
0,4 October 2013,0.48761904761904745,0.3,0.77
0,5 October 2013,0.514,0.37,0.67
0,6 October 2013,0.5038636363636364,0.15,0.83
0,7 October 2013,0.3533333333333334,0.08,0.59
0,8 October 2013,0.6631914893617019,0.41,0.88
0,9 October 2013,0.6811627906976746,0.56,0.82
0,10 October 2013,0.5302325581395351,0.13,0.77
0,11 October 2013,0.20636363636363633,0.02,0.83
0,12 October 2013,0.6221739130434782,0.44,0.83
0,13 October 2013,0.6553846153846155,0.45,0.88
0,14 October 2013,0.48860465116279056,0.03,0.94
0,15 October 2013,0.5195121951219513,0.34,0.88
0,16 October 2013,0.40829787234042564,0.14,0.58
0,17 October 2013,0.4085714285714285,0.14,0.77
0,18 October 2013,0.2278048780487805,0.03,0.49
0,19 October 2013,0.3784782608695652,0.23,0.56
0,20 October 2013,0.5200000000000001,0.29,0.72
0,21 October 2013,0.6253333333333336,0.37,0.83
0,22 October 2013,0.556046511627907,0.26,0.94
0,23 October 2013,0.7479545454545451,0.57,0.88
0,24 October 2013,0.4546511627906976,0.07,0.94
0,25 October 2013,0.35279069767441845,0.1,0.59
0,26 October 2013,0.32555555555555565,0.08,0.68
0,27 October 2013,0.49733333333333324,0.31,0.72
0,28 October 2013,0.6083333333333335,0.36,0.78
0,29 October 2013,0.7595238095238096,0.57,0.88
0,30 October 2013,0.7831818181818185,0.5,0.94
0,31 October 2013,0.6104878048780488,0.46,0.83
0,1 November 2013,0.6374418604651167,0.53,0.83
0,2 November 2013,0.6374418604651167,0.53,0.83
0,3 November 2013,0.590769230769231,0.22,0.83
0,4 November 2013,0.5156818181818181,0.08,0.83
0,5 November 2013,0.49999999999999994,0.39,0.63
0,6 November 2013,0.5730434782608692,0.49,0.68
0,7 November 2013,0.5808888888888891,0.36,0.77
0,8 November 2013,0.5507500000000001,0.29,0.83
0,9 November 2013,0.5597619047619049,0.21,0.83
0,10 November 2013,0.5688888888888889,0.29,0.78
0,11 November 2013,0.7164444444444444,0.56,0.94
0,12 November 2013,0.8932558139534883,0.83,1.0
0,13 November 2013,0.8282926829268294,0.6,1.0
0,14 November 2013,0.5487804878048781,0.12,0.94
0,15 November 2013,0.4126666666666667,0.16,0.73
0,16 November 2013,0.7648936170212768,0.61,0.94
0,17 November 2013,0.8134782608695654,0.64,1.0
0,18 November 2013,0.8055555555555552,0.59,0.94
0,19 November 2013,0.839795918367347,0.6,1.0
0,20 November 2013,0.8142222222222224,0.57,0.94
0,21 November 2013,0.7406666666666666,0.51,1.0
0,22 November 2013,0.7085416666666666,0.51,0.88
0,23 November 2013,0.7694999999999997,0.44,0.94
0,24 November 2013,0.7988888888888886,0.47,0.94
0,25 November 2013,0.6880952380952384,0.5,0.94
0,26 November 2013,0.6756521739130438,0.56,0.83
0,27 November 2013,0.5576086956521736,0.43,0.68
0,28 November 2013,0.5510638297872342,0.38,0.72
0,29 November 2013,0.5995238095238095,0.42,0.83
0,30 November 2013,0.7653658536585366,0.56,0.94
0,1 December 2013,0.6387804878048784,0.46,0.82
0,2 December 2013,0.6387804878048784,0.46,0.82
0,3 December 2013,0.5365789473684214,0.39,0.77
0,4 December 2013,0.5986666666666667,0.39,0.77
0,5 December 2013,0.5986666666666667,0.39,0.77
0,6 December 2013,0.5986666666666667,0.39,0.77
0,7 December 2013,0.5986666666666667,0.39,0.77
0,8 December 2013,0.5986666666666667,0.39,0.77
0,9 December 2013,0.5986666666666667,0.39,0.77
0,10 December 2013,0.5986666666666667,0.39,0.77
0,11 December 2013,0.5614285714285713,0.36,0.78
0,12 December 2013,0.5483333333333335,0.21,0.88
0,13 December 2013,0.6200000000000001,0.51,0.73
0,14 December 2013,0.6897826086956521,0.51,0.88
0,15 December 2013,0.7350000000000001,0.54,0.94
0,16 December 2013,0.7872727272727271,0.61,0.94
0,17 December 2013,0.773181818181818,0.57,0.94
0,18 December 2013,0.610697674418605,0.39,0.78
0,19 December 2013,0.5895555555555556,0.34,0.78
0,20 December 2013,0.6109302325581395,0.45,0.78
0,21 December 2013,0.4929268292682926,0.21,0.78
0,22 December 2013,0.777560975609756,0.48,0.88
0,23 December 2013,0.6202272727272728,0.48,0.88
0,24 December 2013,0.7323809523809525,0.17,0.89
0,25 December 2013,0.749268292682927,0.6,0.94
0,26 December 2013,0.896086956521739,0.83,0.94
0,27 December 2013,0.8026190476190475,0.57,0.94
0,28 December 2013,0.7295238095238095,0.54,0.88
0,29 December 2013,0.6668888888888891,0.48,0.88
0,30 December 2013,0.6806818181818186,0.5,0.94
0,31 December 2013,0.524,0.39,0.64
0,1 January 2014,0.6471111111111111,0.48,0.78
0,2 January 2014,0.6471111111111111,0.48,0.78
0,3 January 2014,0.6765116279069766,0.17,0.94
0,4 January 2014,0.6797619047619042,0.42,0.89
0,5 January 2014,0.700888888888889,0.51,0.89
0,6 January 2014,0.6584999999999998,0.51,0.83
0,7 January 2014,0.4906976744186048,0.09,0.88
0,8 January 2014,0.6270454545454549,0.53,0.78
0,9 January 2014,0.6478048780487807,0.53,0.83
0,10 January 2014,0.5447727272727274,0.38,0.73
0,11 January 2014,0.6633333333333336,0.45,0.94
0,12 January 2014,0.6165,0.36,0.88
0,13 January 2014,0.7502380952380951,0.58,0.94
0,14 January 2014,0.6675,0.47,0.83
0,15 January 2014,0.5935897435897431,0.37,0.74
0,16 January 2014,0.6452380952380953,0.4,0.78
0,17 January 2014,0.6420454545454546,0.48,0.78
0,18 January 2014,0.6435714285714289,0.45,0.83
0,19 January 2014,0.6249999999999999,0.4,0.83
0,20 January 2014,0.8357777777777774,0.69,0.94
0,21 January 2014,0.8625581395348835,0.69,1.0
0,22 January 2014,0.8150000000000001,0.65,1.0
0,23 January 2014,0.764,0.61,0.94
0,24 January 2014,0.6295555555555556,0.44,0.83
0,25 January 2014,0.7246666666666663,0.54,0.89
0,26 January 2014,0.6667441860465119,0.47,0.88
0,27 January 2014,0.6340000000000002,0.41,0.88
0,28 January 2014,0.5779545454545455,0.39,0.73
0,29 January 2014,0.5451162790697673,0.34,0.73
0,30 January 2014,0.5815909090909088,0.4,0.73
0,31 January 2014,0.5793333333333336,0.31,0.83
0,1 February 2014,0.7741463414634147,0.58,0.88
0,2 February 2014,0.7741463414634147,0.58,0.88
0,3 February 2014,0.6344186046511626,0.42,0.83
0,4 February 2014,0.5551282051282052,0.32,0.74
0,5 February 2014,0.7525000000000001,0.49,0.94
0,6 February 2014,0.5539473684210527,0.46,0.64
0,7 February 2014,0.5889655172413794,0.44,0.78
0,8 February 2014,0.5858974358974358,0.42,0.77
0,9 February 2014,0.5965909090909088,0.33,0.78
0,10 February 2014,0.6234883720930232,0.4,0.88
0,11 February 2014,0.7936111111111114,0.69,0.94
0,12 February 2014,0.7988095238095239,0.69,0.94
0,13 February 2014,0.7597435897435895,0.58,0.89
0,14 February 2014,0.6537499999999996,0.4,0.94
0,15 February 2014,0.7555,0.65,0.83
0,16 February 2014,0.8254761904761901,0.62,0.94
0,17 February 2014,0.8886842105263156,0.78,1.0
0,18 February 2014,0.7824390243902437,0.5,0.94
0,19 February 2014,0.7388888888888887,0.65,0.83
0,20 February 2014,0.8114285714285716,0.55,1.0
0,21 February 2014,0.5374285714285717,0.32,0.94
0,22 February 2014,0.47809523809523813,0.27,0.64
0,23 February 2014,0.660487804878049,0.57,0.83
0,24 February 2014,0.6177272727272727,0.53,0.69
0,25 February 2014,0.6604761904761903,0.54,0.74
0,26 February 2014,0.656458333333333,0.42,0.88
0,27 February 2014,0.6292156862745097,0.24,0.94
0,28 February 2014,0.8626666666666664,0.73,0.94
0,1 March 2014,0.8821951219512197,0.65,0.94
0,2 March 2014,0.8821951219512197,0.65,0.94
0,3 March 2014,0.8158333333333326,0.61,0.94
0,4 March 2014,0.7749999999999998,0.64,0.88
0,5 March 2014,0.7371739130434782,0.48,0.94
0,6 March 2014,0.7004444444444445,0.37,1.0
0,7 March 2014,0.7991489361702123,0.69,0.88
0,8 March 2014,0.7018749999999997,0.54,0.83
0,9 March 2014,0.6852173913043478,0.32,0.88
0,10 March 2014,0.6608510638297872,0.45,0.88
0,11 March 2014,0.6035555555555554,0.42,0.78
0,12 March 2014,0.6261702127659576,0.4,0.83
0,13 March 2014,0.6584444444444445,0.45,0.83
0,14 March 2014,0.8255102040816326,0.65,1.0
0,15 March 2014,0.6825000000000001,0.4,0.94
0,16 March 2014,0.6753999999999998,0.48,0.88
0,17 March 2014,0.5493617021276596,0.28,0.83
0,18 March 2014,0.4337777777777777,0.21,0.59
0,19 March 2014,0.4674468085106383,0.26,0.73
0,20 March 2014,0.7512765957446809,0.53,0.88
0,21 March 2014,0.6838297872340423,0.51,0.83
0,22 March 2014,0.6693877551020408,0.45,0.88
0,23 March 2014,0.7087234042553191,0.43,0.88
0,24 March 2014,0.7472500000000002,0.54,0.88
0,25 March 2014,0.862765957446809,0.69,0.94
0,26 March 2014,0.818478260869565,0.61,0.94
0,27 March 2014,0.854255319148936,0.69,0.94
0,28 March 2014,0.839782608695652,0.69,0.94
0,29 March 2014,0.7904347826086954,0.61,0.94
0,30 March 2014,0.7743181818181823,0.69,0.88
0,31 March 2014,0.7488636363636363,0.61,0.94
0,1 April 2014,0.7074418604651164,0.45,0.88
0,2 April 2014,0.7074418604651164,0.45,0.88
0,3 April 2014,0.7508510638297867,0.54,0.88
0,4 April 2014,0.7537499999999997,0.54,0.94
0,5 April 2014,0.8643750000000002,0.78,0.94
0,6 April 2014,0.819387755102041,0.69,0.94
0,7 April 2014,0.8044897959183672,0.56,0.94
0,8 April 2014,0.7042857142857145,0.49,0.88
0,9 April 2014,0.6840425531914897,0.5,0.83
0,10 April 2014,0.6700000000000002,0.53,0.83
0,11 April 2014,0.8104255319148934,0.73,0.94
0,12 April 2014,0.7811111111111109,0.48,1.0
0,13 April 2014,0.7608163265306123,0.68,0.83
0,14 April 2014,0.7348837209302326,0.53,0.94
0,15 April 2014,0.7659999999999998,0.63,0.88
0,16 April 2014,0.8099999999999999,0.49,1.0
0,17 April 2014,0.7245454545454549,0.6,0.88
0,18 April 2014,0.6914893617021279,0.5,0.82
0,19 April 2014,0.5652272727272728,0.28,0.82
0,20 April 2014,0.5935416666666665,0.46,0.77
0,21 April 2014,0.6153333333333333,0.43,0.83
0,22 April 2014,0.532,0.33,0.73
0,23 April 2014,0.5427659574468086,0.32,0.77
0,24 April 2014,0.560212765957447,0.34,0.72
0,25 April 2014,0.5561702127659574,0.19,0.88
0,26 April 2014,0.6982978723404257,0.57,0.88
0,27 April 2014,0.6863043478260873,0.5,0.88
0,28 April 2014,0.8042222222222221,0.6,0.94
0,29 April 2014,0.7366666666666669,0.57,0.94
0,30 April 2014,0.6553488372093023,0.39,0.88
0,1 May 2014,0.5900000000000001,0.43,0.77
0,2 May 2014,0.5900000000000001,0.43,0.77
0,3 May 2014,0.5179999999999998,0.25,0.77
0,4 May 2014,0.541666666666667,0.39,0.82
0,5 May 2014,0.5021276595744681,0.26,0.82
0,6 May 2014,0.447826086956522,0.25,0.62
0,7 May 2014,0.5520833333333334,0.43,0.64
0,8 May 2014,0.5902040816326529,0.48,0.83
0,9 May 2014,0.6632558139534883,0.58,0.82
0,10 May 2014,0.7368750000000004,0.6,0.94
0,11 May 2014,0.6460416666666666,0.36,0.94
0,12 May 2014,0.6923404255319152,0.5,0.88
0,13 May 2014,0.722608695652174,0.6,0.94
0,14 May 2014,0.7238297872340431,0.53,0.94
0,15 May 2014,0.6726666666666669,0.44,0.88
0,16 May 2014,0.6681818181818184,0.33,0.88
0,17 May 2014,0.5878723404255319,0.28,0.88
0,18 May 2014,0.5962222222222224,0.24,0.82
0,19 May 2014,0.5650000000000001,0.38,0.77
0,20 May 2014,0.5606382978723404,0.32,0.77
0,21 May 2014,0.5710416666666668,0.34,0.77
0,22 May 2014,0.7317021276595747,0.6,0.88
0,23 May 2014,0.5991304347826091,0.26,0.94
0,24 May 2014,0.5309090909090908,0.32,0.77
0,25 May 2014,0.6164444444444445,0.38,0.83
0,26 May 2014,0.7010869565217392,0.42,0.88
0,27 May 2014,0.7102222222222223,0.47,0.94
0,28 May 2014,0.6056521739130437,0.39,0.88
0,29 May 2014,0.44695652173913025,0.25,0.68
0,30 May 2014,0.6361363636363638,0.46,0.73
0,31 May 2014,0.7909302325581394,0.68,0.94
0,1 June 2014,0.8307142857142858,0.6,1.0
0,2 June 2014,0.8307142857142858,0.6,1.0
0,3 June 2014,0.7272916666666668,0.41,0.94
0,4 June 2014,0.5842553191489362,0.38,0.82
0,5 June 2014,0.6904444444444445,0.46,0.94
0,6 June 2014,0.9412765957446806,0.88,1.0
0,7 June 2014,0.8084090909090907,0.63,1.0
0,8 June 2014,0.6975555555555554,0.55,0.77
0,9 June 2014,0.6973333333333334,0.55,0.88
0,10 June 2014,0.6908510638297868,0.56,0.88
0,11 June 2014,0.7620408163265305,0.43,1.0
0,12 June 2014,0.8119047619047618,0.6,0.94
0,13 June 2014,0.692222222222222,0.4,0.94
0,14 June 2014,0.6882222222222221,0.4,0.88
0,15 June 2014,0.7615555555555557,0.49,0.94
0,16 June 2014,0.5904444444444443,0.45,0.67
0,17 June 2014,0.5246808510638299,0.33,0.72
0,18 June 2014,0.5444444444444444,0.4,0.67
0,19 June 2014,0.6670212765957446,0.55,0.82
0,20 June 2014,0.67,0.43,0.88
0,21 June 2014,0.6727083333333334,0.44,0.83
0,22 June 2014,0.6221739130434782,0.35,0.88
